geoid,vbm_rate_lat
6039000300,0.622043301589
6039000106,0.610924169085
6039000108,0.660671103956
6039000201,0.618446255499
6039000109,0.778373587269
6039000604,0.612170339538
6039000603,0.662430053192
6039000800,0.671027731085
6039000900,0.666256557601
6039000506,0.633595258596
6039000508,0.660968063792
6039000102,0.633897483194
6039000502,0.657189629087
6039000103,0.742520406097
6039001000,0.662962299314
6039000503,0.649428772487
6039000602,0.624988457528
6039000104,0.677251780846
6039000700,0.618913796116
6039000509,0.640771460681
6039000507,0.635974773332
6039000400,0.872281627643
6039000202,0.652902044439
