GEOID,cvapDens
6067000100,0.00296255713322
6067000200,0.00309952467191
6067000300,0.0024907800555
6067000400,0.003226346467
6067000500,0.00292704703059
6067000600,0.000999355745281
6067000700,0.00209509605483
6067000800,0.00128343656627
6067001101,0.0019023269263
6067001200,0.00285602682535
6067001300,0.00272920503026
6067001400,0.00223713646532
6067001500,0.00390103841686
6067001600,0.00485473831591
6067001700,0.00452500164868
6067001800,0.00384523682702
6067001900,0.00251107154271
6067002000,0.00185159820826
6067002100,0.00173492215678
6067002200,0.00274949651747
6067002300,0.00270384067124
6067002400,0.00347491718537
6067002500,0.00123778072004
6067002600,0.00210524179843
6067002700,0.00265818482501
6067002800,0.00208495031122
6067002900,0.00394669426309
6067003000,0.00500185159821
6067003101,0.00225742795254
6067003102,0.00179072374662
6067003202,0.00320098210798
6067003203,0.00181608810564
6067003204,0.00331258528766
6067003300,0.00318576349257
6067003400,0.00342926133914
6067003501,0.00203422159319
6067003502,0.00203422159319
6067003600,0.00168419343875
6067003700,0.00221177210631
6067003800,0.00368290492931
6067003900,0.00275964226108
6067004001,0.0042561394431
6067004004,0.00506272605985
6067004005,0.00340896985192
6067004006,0.00386045544243
6067004008,0.00266325769681
6067004009,0.00375392513456
6067004010,0.00386045544243
6067004011,0.00233352102959
6067004012,0.0027951523637
6067004100,0.00282051672272
6067004201,0.00317561774896
6067004202,0.00335316826208
6067004203,0.00302343159486
6067004300,0.00538231698347
6067004401,0.00258716461976
6067004402,0.00209002318302
6067004501,0.00154215302825
6067004502,0.0023538125168
6067004601,0.00430179528933
6067004602,0.0023538125168
6067004701,0.00179072374662
6067004702,0.00247048856828
6067004801,0.00364232195488
6067004802,0.00253643590173
6067004903,0.00399235010932
6067004904,0.00379450810899
6067004905,0.00356115600603
6067004906,0.00181101523383
6067005001,0.00517432923953
6067005002,0.0041140990326
6067005101,0.00276471513288
6067005102,0.0032314193388
6067005201,0.00283573533813
6067005202,0.00292197415879
6067005204,0.00348506292897
6067005205,0.00159288174629
6067005301,0.000644254719039
6067005402,0.00219148061909
6067005403,0.00204436733679
6067005404,0.00443876282802
6067005502,0.00297270287683
6067005505,0.00315025338995
6067005506,0.00175014077219
6067005508,0.00284588108174
6067005509,0.00134431102792
6067005510,0.00325678369782
6067005601,0.00384016395522
6067005605,0.00215089764467
6067005606,0.00340389698012
6067005701,0.00227771943975
6067005702,0.00343433421094
6067005801,0.00427643093031
6067005803,0.00297777574863
6067005804,0.00200378436237
6067005901,0.0049866329828
6067005903,0.00165882907973
6067005904,0.0035205730316
6067006002,0.00300314010765
6067006003,0.00300314010765
6067006004,0.00192769128531
6067006101,0.00336331400569
6067006102,0.00261252897878
6067006201,0.0036676863139
6067006202,0.00224728220893
6067006300,0.00325678369782
6067006400,0.00274949651747
6067006500,0.00393147564768
6067006600,0.00371841503193
6067006701,0.00481415534148
6067006702,0.00328214805684
6067006800,0.00393654851948
6067006900,0.00319083636437
6067007001,0.00224220933713
6067007004,0.00441339846901
6067007007,0.0032314193388
6067007010,0.00295241138961
6067007011,0.00423584795589
6067007012,0.00238932261943
6067007013,0.0020545130804
6067007014,0.00477864523886
6067007015,0.00335316826208
6067007016,0.00355608313422
6067007017,0.00214075190106
6067007018,0.00331765815946
6067007019,0.000512360052149
6067007020,0.00332273103126
6067007101,0.000177550513121
6067007102,0.00589467703562
6067007103,0.00282558959453
6067007104,0.00488517554673
6067007105,0.0048496654441
6067007106,0.0051337462651
6067007107,0.00253643590173
6067007202,0.00250599867091
6067007204,0.00288139118436
6067007206,0.0027850066201
6067007207,0.00297270287683
6067007208,0.00318576349257
6067007209,0.00284588108174
6067007301,0.00332273103126
6067007402,0.00395176713489
6067007403,0.00314010764634
6067007406,0.00551928452216
6067007413,0.00334302251848
6067007414,0.00276978800469
6067007415,0.00231830241418
6067007416,0.00299299436404
6067007417,0.00213567902926
6067007421,0.00575770949692
6067007422,0.00151678866923
6067007423,0.00256180026075
6067007424,0.00241468697845
6067007426,0.00151171579743
6067007427,0.00450978303327
6067007428,0.00244005133746
6067007429,0.00315025338995
6067007430,0.00477864523886
6067007431,0.00218133487549
6067007432,0.00344955282635
6067007433,0.00529100529101
6067007501,0.00412931764801
6067007503,0.00310967041552
6067007504,0.00145591420759
6067007601,0.00506272605985
6067007602,0.00371841503193
6067007701,0.00461631334115
6067007702,0.00331258528766
6067007801,0.00430686816113
6067007802,0.00400249585293
6067007903,0.00369305067292
6067007904,0.00378943523718
6067007905,0.00353579164701
6067007906,0.00284080820994
6067008005,0.00369812354472
6067008006,0.00450978303327
6067008007,0.00226757369615
6067008008,0.00390611128866
6067008009,0.00365246769849
6067008010,0.00367783205751
6067008111,0.00485473831591
6067008113,0.00273427790206
6067008117,0.00162839184891
6067008119,0.00430179528933
6067008120,0.00320605497978
6067008122,0.00270384067124
6067008124,0.00355101026242
6067008125,0.00407858892998
6067008127,0.00374885226275
6067008128,0.00158780887448
6067008129,0.00223206359352
6067008130,0.00288646405617
6067008131,0.00356115600603
6067008132,0.00302343159486
6067008133,0.00195305564433
6067008134,0.00378436236538
6067008135,0.00325678369782
6067008136,0.00178057800301
6067008137,0.00154215302825
6067008138,0.00272920503026
6067008139,0.00263282046599
6067008140,0.00210016892663
6067008141,0.0042612123149
6067008142,0.0024958529273
6067008143,0.00310459754372
6067008144,0.00193783702892
6067008145,0.00611281052317
6067008203,0.00383001821161
6067008204,0.00338867836471
6067008206,0.00414453626342
6067008207,0.0033683868775
6067008208,0.00363217621127
6067008209,0.00340389698012
6067008210,0.00477864523886
6067008211,0.00222699072172
6067008402,0.00402278734014
6067008403,0.00401771446834
6067008404,0.00236903113221
6067008501,0.00437788836638
6067008504,0.00304372308207
6067008505,0.00144069559218
6067008506,0.00163346472071
6067008507,0.00262267472239
6067008508,0.00443876282802
6067008509,0.00325171082602
6067008510,0.00325678369782
6067008512,0.00241975985025
6067008513,0.0020595859522
6067008600,0.0054279728297
6067008702,0.00242990559386
6067008703,0.00340896985192
6067008704,0.00198349287515
6067008705,0.00401771446834
6067008801,0.0027850066201
6067008905,0.00350535441619
6067008907,0.00357637462144
6067008908,0.00334809539028
6067008909,0.00171970354137
6067008910,0.00241975985025
6067008911,0.00137474825874
6067008912,0.00239946836303
6067008913,0.00287631831256
6067009004,0.00245526995287
6067009005,0.00230815667057
6067009006,0.00336331400569
6067009007,0.00173492215678
6067009008,0.00271905928665
6067009010,0.00314518051814
6067009011,0.00270384067124
6067009103,0.00243497846566
6067009105,0.00193783702892
6067009106,0.00328214805684
6067009107,0.00255672738894
6067009108,0.00274949651747
6067009109,0.00401771446834
6067009110,0.000882679693801
6067009111,0.00427135805851
6067009112,0.00275456938928
6067009201,0.00222191784991
6067009307,0.00368797780111
6067009308,0.00452500164868
6067009309,0.00198349287515
6067009310,0.00497648723919
6067009311,0.00433223252015
6067009312,0.0042561394431
6067009314,0.00423077508408
6067009316,0.00255165451714
6067009317,0.00408873467359
6067009318,0.00155737164366
6067009319,0.00325171082602
6067009320,0.00282558959453
6067009321,0.00412931764801
6067009322,0.00884708842523
6067009323,0.00377928949358
6067009324,0.00201900297778
6067009325,0.000801513744946
6067009326,0.00362710333947
6067009328,0.00355101026242
6067009329,0.00130880092529
6067009330,0.00263282046599
6067009331,0.0051337462651
6067009332,0.000908044052819
6067009403,0.0014609870794
6067009404,0.00428150380212
6067009406,0.00171463066957
6067009407,0.00657444185728
6067009408,0.00121748923283
6067009501,0.00143054984857
6067009502,0.00510330903428
6067009503,0.0019023269263
6067009504,0.00130372805349
6067009601,0.00379450810899
6067009606,0.00460109472574
6067009608,0.00435252400737
6067009609,0.00323649221061
6067009610,0.00375392513456
6067009611,0.00221684497811
6067009612,0.00360173898045
6067009614,0.00497141436739
6067009615,0.00546348293232
6067009616,0.00379958098079
6067009617,0.00269369492764
6067009618,0.00329229380044
6067009619,0.00565625206085
6067009622,0.00487502980312
6067009630,0.00653385888285
6067009632,0.00467718780279
6067009633,0.00200378436237
6067009634,0.00186174395187
6067009635,0.00375392513456
6067009636,0.00491561277755
6067009637,0.00407858892998
6067009638,0.00489532129034
6067009639,0.00254150877353
6067009800,0.00133923815611
6067009900,0.00251614441451
6067988300,0.00596062436906
